,tweet,Date
206,WSJ: Apple's car project leader leaving company http://seekingalpha.com/news/3047546-wsj-apples-car-project-leader-leaving-company?source=feed_f… $AAPL,2016-01-22
207,The guy leading the Apple Car reportedly just quit (AAPL) http://ift.tt/1OMePgB,2016-01-22
208,The guy leading the Apple Car reportedly just quit (AAPL) http://ift.tt/1JqDMkT,2016-01-22
209,Schlumberger (AAPL) Hires Top Virtual Reality Expert #fakeheadlinebot #learntocode #makeatwitterbot #javascript,2016-01-22
210,Apple Inc. $AAPL Shares Sold by Duff & Phelps Investment Management Company http://ift.tt/1S27dwN,2016-01-23
211,Apple Inc. $AAPL Shares Sold by Duff & Phelps Investment Management Company http://ift.tt/1PuKUc6,2016-01-23
212,Apple Inc. $AAPL Shares Sold by Duff & Phelps Investment Management Company http://ift.tt/1S27dwN,2016-01-23
213,"•• MUST SEE VIDEO BELOW ••
#jonasblizzard $MSFT $AAPL $HD $NKE $BAC $DIS #StarWars 

• Check out this video •
http://youtu.be/8YxKbdE8I7s",2016-01-23
214,http://goo.gl/ScncSj <-- nice profit chart! Many millions in profit in a few years is impressive. $AAPL $LINE $LOCK $VTAE,2016-01-23
215,$AAPL broke out yesterday and just in time for ER. Now time to make shorts cover and blast this thing to 125 after ER,2016-01-23
216,$AAPL 115 Tuesday morning,2016-01-23
217,"$aapl must break 20 day line, 101.50$ and above or we can pull back",2016-01-23
218,"Replying to 
@rubicon59",2016-01-23
219,"Replying to 
@rubicon59",2016-01-23
220,$TWTR Jack Dorsey overhauling #Twitter’s executive ranks http://marketwatch.com/story/jack-dorsey-overhauling-twitters-executive-ranks-2016-01-24… $QQQ $SPY $SPX $LNKD #stockmarket #stocks $AAPL $GOOG $AMZN,2016-01-24
221,$EEM Why #Europe has little to fear from global markets http://marketwatch.com/story/why-europe-has-little-to-fear-from-global-markets-2016-01-24… $SPY $SPX $ES_F $DIA $DJIA $IWM $RUT $QQQ $AAPL $TWTR $NFLX,2016-01-24
222,Gene Munster To Appear On Benzinga's PreMarket Prep After Apple Earnings $AAPL,2016-01-24
223,"Each time you think you got filled at the wrong price, remember that someone bought $GPRO at $95, $TWTR @ $54, $AAPL at $130.

#Perspective",2016-01-24
224,#iOS9 #Software – iPhone Slow? What’s Up with iOS 9 Performance – Why is my iPhone slow after i... http://bit.ly/1lIwJIH #iPhone #AAPL,2016-01-24
225,#AppleCars #ElonMusk – Daimler CEO: Apple is making more progress on its car project than we t... http://tinyurl.com/jxcqc2e - #Apple #AAPL,2016-01-24
226,"@tionCap
, Story on $AAPL has new items. http://tweet.authorbee.com/stories/4048755 #authorbeestory",2016-01-24
227,#AppleCars #ElonMusk – Daimler CEO: Apple is making more progress on its car project than we t... http://bit.ly/1lIq29I - #Apple #AAPL,2016-01-24
228,An Allegedly Depressing First Half of the Yr: $AAPL FQ1 2016 Earnings Preview+FQ2 Quick Look https://aapltree.wordpress.com/2016/01/24/a-lousy-first-half-eh-aapl-fq1-2016-earnings-estimate-fq2-quick-look…,2016-01-24
229,Published $AAPL estimate on Estimize: ... http://estimize.com/aapl/fq1-2016/estimates/285388?utm_medium=share&utm_source=twitter…,2016-01-24
230,$SPY I'm already long $AAPL $115 Feb/Mar Call Calendar. This is a hedge to play tomorrow's earnings release.,2016-01-25
231,"Apple reports earnings THIS Tuesday at 4:30 PM ET. What will everyone be watching? We're building a list: http://stks.co/f3ooc

$AAPL",2016-01-25
232,"Microsoft and Google are learning how hard it is to be like Apple (AAPL, GOOG, MSFT) http://goo.gl/fb/Hrf8SR",2016-01-25
233,Apple Inc. (AAPL) Q1 2016 Earnings Preview: iPhone Sales May... http://goo.gl/fb/0WNiKU #appleinc,2016-01-25
234,"Replying to 
@sundeepkr",2016-01-25
235,"Video: Big Tech Earnings Preview 
http://simplystockinfo.com/video/big-tech-earnings-preview/…
 $AAPL $EBAY $MSFT #CNBC #stocks #stockmarket #earnings",2016-01-25
236,Will Apple Disprove The Supply Chain Rumors?: Apple's (NASDAQ:AAPL) fiscal 2016 Q1 earnings report may prove t... http://pwzn.a.boysofts.com/Liu,2016-01-25
237,Apple's (AAPL) Buy Rating Reiterated at Drexel Hamilton: Apple logo Apple Inc. (NASDAQ:AAPL)'s stock had its “... http://pwzn.a.boysofts.com/Lit,2016-01-25
238,Sentiment Ratings Announced For Apple Inc. (NASDAQ:AAPL): PsychSignal has been able to follow a total of 111 m... http://pwzn.a.boysofts.com/Lis,2016-01-25
239,#DougBowman #VirtualReality – Apple’s VR Plans Include Cars with 3D Interface and Gesture Cont... http://tinyurl.com/jfhltuz - #Apple #AAPL,2016-01-25
240,"Replying to 
@NostraLord",2016-01-26
241,"BlackRock just upped its stake in 4 US tech giants (AAPL, FB, HPQ, MSFT): BlackRock has upped its stake in som... http://bit.ly/1Vptt10",2016-01-26
242,So tired of chicken-sh!t airhead investors fucking up $AAPL.,2016-01-26
243,"$AAPL, do we care about cash flow from operations at all? It decline over 18% y-o-y",2016-01-26
244,"#AAPL slows R&D spend from 35% YoY to just 19% (-$318M), helps to beat exp EPS. Also helped fund $14B stock buyback last year :( 
@MazzucatoM",2016-01-26
245,Explore #fundamental numbers and pros and cons for $AAPL https://unicornbay.com/t/AAPL.US?utm_medium=tweet&utm_campaign=proscons&utm_source=twitter…,2016-01-26
246,"Replying to 
@Staci_Oneal",2016-01-26
247,Highly likely poor Apple guidance is a result of my purchase of black market Apple Watch bands for $7 vs $49 $AAPL,2016-01-26
248,"After-hours buzz: AAPL, T, VMW, COF & more http://dlvr.it/KKZBvg #news #CNBC",2016-01-26
249,"not worried about losing my gain on $SPX shorts today, will not cover $SPY short until $SPX hits 1500. without a doubt $AAPL to $90 $WTI",2016-01-26
250,Love $AAPL SHORT,2016-01-27
251,"""The one technology that I think could kill the iPhone (AAPL)"" http://feedly.com/k/1PFLzO8",2016-01-27
252,"$AAPL Briefly: iPad Pros for FL school, Apple's iPhone Upgrade Program http://bit.ly/1lU5s6e @MaximumPenny",2016-01-27
253,$AAPL: 10-Q  - Quarterly report [Sections 13 or 15(d)] http://1.usa.gov/2064MNU,2016-01-27
254,"""Here are all the terrible things Apple CEO Tim Cook had to say about the global economy (AAPL)"" http://bsong.me/1TnCPft (
@businessinsider
)",2016-01-27
255,"For another look at Apples (AAPL) future share price potentials, visit http://trendsandtargets.com/tw3.html Also free #DAX and #NK225 #FTSE thing too.",2016-01-27
256,"Replying to 
@kirkburgess",2016-01-27
257,"After a Solid Quarter, InvenSense Inc. Forecasts Mobile Pain --  The Motley Fool $AAPL http://fool.com/investing/general/2016/01/27/after-a-solid-quarter-invensense-inc-forecasts-mob.aspx…",2016-01-27
258,"Stocks are collapsing $AAPL $BA $SPY $DJI $IXIC $WTI 
@businessinsider
 http://google.com/newsstand/s/CBIwj8mozyM…",2016-01-27
259,"Apple (AAPL), Samsung Remain Top Chip Buyers in 2015 - Gartner (CSCO) (HPQ)",2016-01-27
260,#iPhone5se #iPhone5 – Apple may launch an entry-level iPhone 5se in March: Report : Apple could... http://bit.ly/1JJFRZf #iPhone #AAPL,2016-01-28
261,"#iPhone6s #iPhone7 – Apple shares fall to 2-year low, tumble 6.5% : Apple Inc shares fell more ... http://bit.ly/1JJFQ7H #iPhone #AAPL",2016-01-28
262,#iPhone7 #Smartphone – iPhone 7 Rumors: Apple Patent Reveals Smaller Camera With Spherical Lens... http://bit.ly/1PWq6uC #iPhone #AAPL,2016-01-28
263,"#iPhone7 #iOS10 – iPhone 7 concept ditches the headphone jack, shows how thin the iPhone 7 migh... http://bit.ly/1PWq6eb #iPhone #AAPL",2016-01-28
264,Apple Inc. (AAPL) Given a $135.00 Price Target by Morgan Stanley Analysts: Apple Inc. logo Morgan Stanley set ... http://bit.ly/1KIDD7q,2016-01-28
265,Anybody else notice GOOG/AAPL/MSFT market cap spread diminishing? FB coming in fast from behind,2016-01-28
266,Here’s Why Apple’s Stock Is A Sell #Applestock #AAPL... http://dlvr.it/KLXsPR #Applestock #AAPL,2016-01-28
267,Apple Inc. (#AAPL) Rating Increased to Buy at Mizuho #AAPL http://goo.gl/fb/phv0Sp,2016-01-28
268,"Where are the $$ from these new jobs? Not spending at AMZN, AAPL, SBUX..",2016-01-28
269,The 'FANG' Stock Gods Giveth and the 'FANG' Stock Gods Taketh Overhyped from $FB earnings now $AMZN brings down $GOOGL $FB $AAPL,2016-01-28
270,Then rite be4 the Bell rang Mod #WallSt alerted $WATT I told SUBS go LONG on this $AAPL news this is a FORMER RUNNER,2016-01-29
271,"$UGA Stock Message Board Updated Friday, January 29, 2016 5:59:23 PM $C $FCX $CPB $AAPL http://dlvr.it/KM2H5f",2016-01-29
272,The Trading Game $AAPL http://wlst.com http://bloomberg.com/features/2015-stock-chart-trading-game/index.html?ticker=aapl&gameid=1454111547778…,2016-01-29
273,"Report: Apple creates large virtual reality team, has built headset prototypes $AAPL",2016-01-29
274,Apple (AAPL) Stock May Get A Boost On September 9th http://cnafinance.com/apple-aapl-stock-may-get-a-boost-on-september-9th/5956…,2016-01-29
275,My ultra long run bear cases for $AMZN and $AAPL: vertical integration always ends or gets inefficient but leaves leverage & inflexibility,2016-01-29
276,Tip #4 How to identify a HOT SECTOR? http://smq.tc/1GdruVs $AAPL $ANF $NTLS $KOLD $BOBE,2016-01-29
277,"$SPY $AAPL 0 stocks are in upward trend 2016-01-29 more info, please check http://options-er.herokuapp.com",2016-01-29
278,"$SPY $AAPL 0 stocks appeared death cross 2016-01-29 more info, please check http://options-er.herokuapp.com/death",2016-01-29
279,"These assets are seeing a jump in tweets #FTSE100 $AAPL $SPX $TWTR $V http://cityfalcon.com/watchlists?assets=%23FTSE100,$AAPL,$SPX,$TWTR,$V… … … … … … … … … … …… http://ift.tt/1IAgbuw",2016-01-29
280,Apple Inc. (AAPL) Q1 2016 Earnings Preview: iPhone Sales May... http://dlvr.it/KMRnxF #AppleInc,2016-01-30
281,Microsoft Suffers Revenue Decline In The December Quarter http://seekingalpha.com/article/3847586-microsoft-suffers-revenue-decline-december-quarter?source=tweet… $AAPL $GOOG $GOOGL $MSFT,2016-01-30
282,"My economic due diligence tells me to Buy stocks cheap, but the market dictates to trade. $AAPL $NFLX",2016-01-30
283,"Forward p/e's excl net cash. $AMZN 136.9 $FB 34.9 $BABA 23  $GOOGL 19.7 $AAPL 7.8 
@wsj",2016-01-30
284,#AppleInc (AAPL) Q1 2016 Earnings Preview: iPhone Sales May... http://dlvr.it/KMRk9M,2016-01-30
285,Apple Inc. (AAPL) Has Massive Secretive Unit and it’s Not... http://goo.gl/fb/BFumJI #appleinc,2016-01-30
286,"Latest uneven but overall good 
@profgalloway
 ""Four Horsemen"" preso; AAPL's ""absence of vision tax"" https://youtube.com/watch?v=jfjg0kGQFBY&feature=youtu.be…",2016-01-30
287,AAPL Stock: This Could Be a Big Deal for Apple Inc. #AppleInc. http://dlvr.it/KMRdpt #AppleInc,2016-01-30
288,"Apple's iPhone audio chip partner hints at noise-cancelling iPhone earbuds

http://imore.com/apple-audio-chip-partner-hints-company-may-build-noise-cancelling-headphones… $AAPL",2016-01-30
289,So don't be an American selling your $aapl to the $fxy or $fxe  because they have no other choose ..,2016-01-30
290,"The man in charge of Windows design explains why it doesn't matter that he uses an iPhone (MSFT, AAPL) http://buff.ly/1P5yyry

Justin Sul…",2016-01-31
291,"Our room knows the levels and trades confidently Ur on $TWTR, TAKE A FREE TRIAL $AAPL $AMZN $GOOGL $FB $NFLX $TSLA $BABA $BIDU $PCLN $V $CMG",2016-01-31
292,$AAPL received a new alert. Find out why at http://mediasentiment.com #stocks #daytrading #trading #mkt  #NYSE #NASDAQ #markets 214,2016-01-31
293,Apple's Curved Camera To Bring Smaller iPhones: Apple AAPL +3.09% has recently been granted a patent for an im... http://bit.ly/1Q4KUQw,2016-01-31
294,$AAPL one last hope for the buyers? http://2tradersclub.com/2016/01/31/apples-aapl-sellers-target-the-buyers-last-hope/…,2016-01-31
295,$AAPL going down to $80? http://2tradersclub.com/2016/01/31/apples-aapl-sellers-target-the-buyers-last-hope/…,2016-01-31
296,"NEW POST: ""Apple Sellers' Target & the Buyers Hope"" $AAPL... http://fb.me/4nBPxtq3E",2016-01-31
297,$QQQ $SPY $IWM $FB $AAPL $BABA $SBUX http://stks.co/h3rKl,2016-01-31
298,"NEW POST: ""Apple Sellers' Target & the Buyers Hope"" $AAPL",2016-01-31
299,Apple Inc. (AAPL) : Q116 Earnings Whisper ##AppleInc. http://goo.gl/fb/3MVkvi,2016-01-31
300,$GOOG back on top of $AAPL,2016-02-01
301,"Hopefully with $goog passing $aapl 
@tim_cook
 finally gets off his ass and does something relevant",2016-02-01
302,"""Google just passed Apple to become the most valuable company in the world (aapl, goog)"" http://businessinsider.com/google-passes-apple-to-become-most-valuable-company-in-world-2016-2?utm_source=feedly&amp;utm_medium=referral… #business #feedly",2016-02-01
303,The Top 10 Best Analyst Coverage on Apple Inc. (AAPL) http://cnafinance.com/the-top-10-best-analyst-coverage-on-apple-inc-aapl/4998…,2016-02-01
304,"The 3rd wave of #tech giants: #Google now bigger than #Apple which overtook #Microsoft via 
@theage
 #AAPL #GOOG #MSFT",2016-02-01
305,"$SPY $AAPL 0 stocks are in downward trend 2016-02-01 more info, please check http://options-er.herokuapp.com",2016-02-01
306,"$SPY $AAPL 0 stocks are in upward trend 2016-02-01 more info, please check http://options-er.herokuapp.com",2016-02-01
307,"$SPY $AAPL 0 stocks appeared death cross 2016-02-01 more info, please check http://options-er.herokuapp.com/death",2016-02-01
308,"$SPY $AAPL 0 stocks appeared golden cross 2016-02-01 more info, please check http://options-er.herokuapp.com/golden",2016-02-01
309,"Is $AAPL still a good investment? Here's 
@TimothyLutts
 thoughts on what to do with the #stock http://chc.li/1VDow4T #investing",2016-02-01
310,"Since 1929, 12 companies have been the S&P 500's biggest, with 5 in the Technology Sector:
$AAPL
$CSCO
$GOOG $GOOGL
$IBM
$MSFT
Per 
@hsilverb",2016-02-02
311,"$BTG Percent Change Updated Tuesday, February 2, 2016 6:00:35 PM $COP $DIS $AAPL $NUGT http://dlvr.it/KNsStD",2016-02-02
312,#Setting4Success Apple has mysteriously started sending employees to a lab at Stanford (aapl) #News #smallbusiness #entrepreneur,2016-02-02
313,Apple has mysteriously started sending employees to a lab at Stanford (aapl) http://ift.tt/1QZsdmj,2016-02-02
314,Zagg buys battery case maker Mophie for $100M http://dlvr.it/KNsRNX #AppleInsider $AAPL,2016-02-02
315,Apple Inc (NASDAQ:AAPL) iPad vs Microsoft Corporation... http://dlvr.it/KNsQ8T #MicrosoftCorporation,2016-02-02
316,These are currently the top 4 most valuable companies in the world. http://headlne.com/hdl/694535429584986115… $GOOG $AAPL $MSFT $FB #tech,2016-02-02
317,Apple has mysteriously started sending employees to a lab at Stanford (aapl) http://ift.tt/1QZsdmj,2016-02-02
318,Apple has mysteriously started sending employees to a lab at Stanford (aapl). Read more http://zpr.io/EJ9x,2016-02-02
319,"$SPY $AAPL 0 stocks are in upward trend 2016-02-02 more info, please check http://options-er.herokuapp.com",2016-02-02
320,"Here are the most valuable companies in America since 1990 (GOOGL, GOOG, AAPL) http://klou.tt/4r64gyb67zn3",2016-02-03
321,Apple not going down easy as it overtakes Google parent Alphabet: Apple's (AAPL) stock is trying to shake the ... http://usat.ly/1o6Xybp,2016-02-03
322,'Peter Panic' is a Musical Video Game with Broadway Performers from Adult Swim Games http://dlvr.it/KPqTY8 #TouchArcade $AAPL,2016-02-03
323,"Apple Watch launches 
Feb 11: Bahrain, Kuwait, Oman, and Qatar; 
Feb 12: Greece

http://9to5mac.com/2016/02/03/apple-watch-officially-launching-in-greece-kuwait-omar-qatar-next-week/… $AAPL",2016-02-03
324,"""#Google just passed #Apple to become the most valuable company in the world (aapl, goog).""",2016-02-03
325,"$GPRO $AAPL $MSFT: Most Active in After Hours as seen on SpeculatingStocks After-Hours, http://SpeculatingStocks.com/after-hours.php #specstocks",2016-02-03
326,"$SPY $AAPL 0 stocks are in downward trend 2016-02-03 more info, please check http://options-er.herokuapp.com",2016-02-03
327,"$SPY $AAPL 0 stocks are in upward trend 2016-02-03 more info, please check http://options-er.herokuapp.com",2016-02-03
328,"$SPY $AAPL 0 stocks appeared death cross 2016-02-03 more info, please check http://options-er.herokuapp.com/death",2016-02-03
329,"$SPY $AAPL 0 stocks appeared golden cross 2016-02-03 more info, please check http://options-er.herokuapp.com/golden",2016-02-03
330,Has Apple Inc. (AAPL) Lost its Hunger to Innovate? - LearnBonds http://bit.ly/1R7CnkO #multitouch #display,2016-02-04
331,Morgan Stanley Says Apple Stock Ripe For Picking: Apple (AAPL) stock has been knocked down by growth concerns ... http://wxhm.a.boysofts.com/1Hdx,2016-02-04
332,Morgan Stanley Says Apple Stock Ripe For Picking: Apple (AAPL) stock has been knocked down by growth concerns ... http://wxhm.a.boysofts.com/1Hds,2016-02-04
333,"Commented on When Alphabet Pleases The Street, Watch Out Below http://seekingalpha.com/article/3856996-alphabet-pleases-street-watch?source=tweet… $AAPL $AMZN $MSFT $GOOG $GOOGL",2016-02-04
334,Apple expands universal search on the Apple TV http://dlvr.it/KQKDkm #AppleWorldToday $AAPL,2016-02-04
335,Apple Says U.S. Supreme Court Should Reject Samsung's Appeal Request http://ift.tt/1QgeAKT #AAPL,2016-02-04
336,"$AAPL The Dream is Over? #TechTop 
@MarkYusko
 @PaulGambles2
 @gervaiseheddle
 @Mick_Peel
 @lchikako
 #technology #TOP",2016-02-04
337,"What’s Better: Stock Buybacks or #Dividends ? Did #Apple Blow Billions on Buybacks ? http://on.barrons.com/1JZ0twL via 
@barronsonline
  $AAPL",2016-02-04
338,"$SPY $AAPL 0 stocks are in downward trend 2016-02-04 more info, please check http://options-er.herokuapp.com",2016-02-04
339,"$SPY $AAPL 0 stocks are in upward trend 2016-02-04 more info, please check http://options-er.herokuapp.com",2016-02-04
340,How to back up your contacts on your iPhone and Mac http://dlvr.it/KQqKlX #Macworld $AAPL,2016-02-05
341,"$AAPL Financials Updated Friday, February 5, 2016 5:59:23 PM $NVDA $RSP $EWC $RL http://dlvr.it/KQqKKC",2016-02-05
342,"Works for Samsung---- Apple, Inc has filed for mistrial in $625M VirnetX lawsuit http://appleinsider.com/articles/16/02/05/apple-inc-has-filed-for-mistrial-in-625m-virnetx-lawsuit… $AAPL",2016-02-05
343,"#AppleTV #tvOS – Apple TV’s search function now supports Fox Now, FX Now, Nat Geo : Finding yo... http://tinyurl.com/zypkwps - #Apple #AAPL",2016-02-05
344,I really find $AAPL hard to read - that August low just messes stuff up.,2016-02-05
345,$AAPL cash flow yield is now higher than it was at 2013 low. It's at same level as 2009 low. But no one cares...,2016-02-05
346,"Replying to 
@UdallTechStrat",2016-02-05
347,"$AAPL is holding up okay so far, it must be said.",2016-02-05
